text,label
bestie i'm lit yaar,0
why is everything so fumbled?,1
zindagi khatam karne ka mann kar raha hai,2
stress is making me down bad,1
bahut down bad feel ho raha hai smh,1
"basically i feel like finished, i should quit life",2
i want to quit life smh,2
why is everything so lonely?,1
bahut burnt out feel ho raha hai bhai,1
i'm literally stressed no cap,1
honestly i so fumbled today,1
life is vibing cooked,0
why is everything so stressed?,1
deadass gonna hurt myself,2
deadass gonna quit life,2
i feel overwhelmed no cap,1
i am going to jaan dena,2
i am feeling sorted today,0
feeling totally badhiya because i going to a party,0
i want to hurt myself yaar,2
"goodbye everyone, i am going to khatam karun",2
bestie i'm lit vibes,0
fomo is making me stressed,1
bhai i'm deadass hopeless,1
bhai i'm deadass numb,1
bestie i'm crushing it cooked,0
i'm literally finished lol,1
feeling overwhelmed and overwhelmed at the same time,1
tbh today was mast,0
stress is making me sad,1
feeling cooked and cooked at the same time,1
i am going to die,2
"goodbye everyone, i am going to zahar kha lun",2
bhai i'm deadass udas,1
deadass gonna disappear forever,2
i am feeling lit today,0
i am going to marna,2
lowkey i am just udas,1
"ab nahi jhela jata, i want to end it all",2
bahut lonely feel ho raha hai lol,1
just met my friends and feeling slaying,0
i feel burnt out cooked,1
i feel overwhelmed bhai,1
everything is fine literally,0
just finished the project and feeling fine,0
why is everything so lonely?,1
why is everything so fumbled?,1
just got a job and feeling vibing,0
no cap finally secured the bag,0
just slept well and feeling fine,0
"ngl i feel like no way out, i should zahar kha lun",2
"listen i feel like worthless, i should jaan dena",2
i feel stressed lol,1
i want to zahar kha lun rn,2
"ab nahi jhela jata, i want to jaan dena",2
bahut exhausted feel ho raha hai bhai,1
feeling so sorted because i got a job,0
better to never wake up than live like this,2
"honestly i feel like broken, i should jaan dena",2
fr finally chilling with fam,0
bahut overwhelmed feel ho raha hai smh,1
bestie i'm vibing bhai,0
"bhai i'm done with life, i just wanna quit life",2
deadass gonna quit life,2
i'm literally down bad vibes,1
"tbh i feel like broken, i should marna",2
"ab nahi jhela jata, i want to jump off",2
i want to marna bhai,2
i am feeling crushing it today,0
"bhai i'm failure at everything, i just wanna die",2
better to disappear forever than live like this,2
"goodbye everyone, i am going to jaan dena",2
bruh today was better,0
"goodbye everyone, i am going to never wake up",2
"bhai i'm no way out, i just wanna kill myself",2
bhai i'm deadass burnt out,1
fomo is making me finished,1
deadass gonna kill myself,2
i am feeling fine today,0
yar i am just depressed,1
"goodbye everyone, i am going to disappear forever",2
life is vibing bestie,0
better to suicide than live like this,2
i am feeling vibing today,0
just secured the bag and feeling mast,0
deadass gonna die,2
everything is better bestie,0
"bhai i'm a burden, i just wanna kill myself",2
"bhai i'm worthless, i just wanna quit life",2
honestly i deadass fumbled today,1
bestie i'm fine yaar,0
bahut lonely feel ho raha hai literally,1
academic pressure is making me sad,1
i want to zahar kha lun fr,2
just chilling with fam and feeling better,0
bhai today was better,0
i am going to never wake up,2
bhai i'm deadass sad,1
i am going to hurt myself,2
zindagi khatam karne ka mann kar raha hai,2
i'm literally stressed bhai,1
lowkey today was mast,0
i'm literally depressed literally,1
why is everything so tired?,1
i am going to khatam karun,2
bahut finished feel ho raha hai bhai,1
"bhai i'm broken, i just wanna jump off",2
"goodbye everyone, i am going to suicide",2
bhai i'm deadass stressed,1
deadass gonna kill myself,2
feeling kafi slaying because i going to a party,0
better to hurt myself than live like this,2
i am feeling crushing it today,0
i am going to khatam karun,2
feeling hopeless and hopeless at the same time,1
zindagi khatam karne ka mann kar raha hai,2
i want to jump off literally,2
bhai i'm deadass burnt out,1
"bhai i'm no way out, i just wanna end it all",2
i feel cooked bestie,1
bestie i'm fine lol,0
zindagi khatam karne ka mann kar raha hai,2
"ab nahi jhela jata, i want to die",2
"goodbye everyone, i am going to never wake up",2
better to kill myself than live like this,2
why is everything so lonely?,1
better to zahar kha lun than live like this,2
bahut exhausted feel ho raha hai fr,1
deadass gonna quit life,2
why is everything so cooked?,1
just passed my exams and feeling sorted,0
i want to disappear forever bestie,2
i feel finished fr,1
better to marna than live like this,2
i am going to jump off,2
i want to jump off lol,2
i want to end it all bestie,2
"yar i feel like no way out, i should kill myself",2
feeling kafi better because i met my friends,0
feeling lonely and lonely at the same time,1
feeling sad and sad at the same time,1
i want to never wake up vibes,2
zindagi khatam karne ka mann kar raha hai,2
i am going to die,2
better to die than live like this,2
deadass gonna khatam karun,2
i am going to jaan dena,2
yar finally got a job,0
bahut depressed feel ho raha hai tho,1
better to zahar kha lun than live like this,2
"goodbye everyone, i am going to jump off",2
deadass gonna die,2
"goodbye everyone, i am going to kill myself",2
fr i am just burnt out,1
life is fine yaar,0
life is mast fr,0
i'm literally down bad no cap,1
fomo is making me depressed,1
failure is making me sad,1
deadass gonna hurt myself,2
everything is better no cap,0
feeling deadass fine because i going to a party,0
"ab nahi jhela jata, i want to kill myself",2
i feel cooked bestie,1
lowkey i am just hopeless,1
i want to suicide cooked,2
deadass i am just fumbled,1
everything is better yaar,0
feeling burnt out and burnt out at the same time,1
why is everything so overwhelmed?,1
honestly today was mast,0
"bhai i'm failure at everything, i just wanna zahar kha lun",2
everything is vibing ig,0
zindagi khatam karne ka mann kar raha hai,2
bestie i'm sorted tho,0
bhai i'm deadass cooked,1
everything is goated cooked,0
tbh finally finished the project,0
i'm literally depressed smh,1
feeling super lit because i finished the project,0
bestie i'm fine yaar,0
honestly today was fine,0
life is lit literally,0
lowkey i am just exhausted,1
better to jaan dena than live like this,2
"ab nahi jhela jata, i want to zahar kha lun",2
honestly i totally fumbled today,1
i am feeling mast today,0
i feel overwhelmed bhai,1
i feel exhausted literally,1
everything is sorted fr,0
bhai i very fumbled today,1
better to khatam karun than live like this,2
deadass gonna end it all,2
lowkey i literally fumbled today,1
feeling really chill because i going to a party,0
basically today was slaying,0
"ab nahi jhela jata, i want to hurt myself",2
feeling hella fine because i found a new banger song,0
failure is making me sad,1
life is mast tho,0
i'm literally finished smh,1
no cap finally finished the project,0
zindagi khatam karne ka mann kar raha hai,2
i'm literally udas lol,1
lowkey i literally fumbled today,1
feeling super goated because i got a job,0
honestly i really fumbled today,1
yar today was badhiya,0
feeling finished and finished at the same time,1
"goodbye everyone, i am going to suicide",2
i am going to hurt myself,2
better to jump off than live like this,2
i feel tired literally,1
deadass gonna kill myself,2
i am feeling mast today,0
just going to a party and feeling chill,0
i feel exhausted cooked,1
pressure is making me cooked,1
"ab nahi jhela jata, i want to jaan dena",2
"goodbye everyone, i am going to end it all",2
listen i am just fumbled,1
why is everything so fumbled?,1
better to hurt myself than live like this,2
everything is crushing it vibes,0
listen finally chilling with fam,0
"goodbye everyone, i am going to suicide",2
why is everything so overwhelmed?,1
life is sorted vibes,0
feeling kafi mast because i chilling with fam,0
i am going to never wake up,2
i feel hopeless vibes,1
bhai i'm deadass finished,1
"bhai i'm broken, i just wanna khatam karun",2
"listen i feel like broken, i should jump off",2
i'm literally fumbled bestie,1
bahut fumbled feel ho raha hai literally,1
life is goated literally,0
everything is badhiya literally,0
why is everything so sad?,1
everything is badhiya lol,0
basically today was mast,0
feeling hella productive because i passed my exams,0
tbh i am just numb,1
bhai today was lit,0
everything is vibing lol,0
i feel burnt out yaar,1
i'm literally overwhelmed cooked,1
"bhai i'm no way out, i just wanna disappear forever",2
"goodbye everyone, i am going to never wake up",2
i am feeling lit today,0
bhai i'm deadass down bad,1
just hit a new pr and feeling mast,0
deadass gonna end it all,2
"goodbye everyone, i am going to jaan dena",2
bestie i'm sorted fr,0
why is everything so finished?,1
everything is goated bestie,0
i feel down bad tho,1
ngl today was crushing it,0
bestie i'm chill smh,0
just hit a new pr and feeling chill,0
"bhai i feel like worthless, i should never wake up",2
i am feeling mast today,0
"lowkey i feel like finished, i should zahar kha lun",2
bestie i'm slaying rn,0
tbh i am just depressed,1
no cap i totally fumbled today,1
i am going to disappear forever,2
i'm literally udas ig,1
"yar i feel like failure at everything, i should marna",2
bahut depressed feel ho raha hai fr,1
feeling super chill because i got a job,0
i'm literally finished vibes,1
yar i am just down bad,1
i am feeling productive today,0
i am going to jump off,2
just slept well and feeling mast,0
just hit a new pr and feeling better,0
"bhai i'm failure at everything, i just wanna hurt myself",2
better to never wake up than live like this,2
bhai finally slept well,0
bahut finished feel ho raha hai literally,1
i'm literally hopeless fr,1
i am going to end it all,2
"deadass i feel like hopeless af, i should zahar kha lun",2
fr today was slaying,0
honestly today was better,0
bhai i'm deadass exhausted,1
listen finally got a job,0
i'm literally burnt out no cap,1
i want to suicide vibes,2
life is vibing bestie,0
listen finally hit a new pr,0
i feel overwhelmed bhai,1
yar today was better,0
no cap today was productive,0
bestie i'm crushing it no cap,0
feeling so chill because i got a job,0
"bhai i'm done with life, i just wanna zahar kha lun",2
bahut depressed feel ho raha hai fr,1
basically finally got a job,0
i'm literally depressed yaar,1
bruh finally hit a new pr,0
just slept well and feeling sorted,0
i want to jaan dena cooked,2
bahut fumbled feel ho raha hai rn,1
i am feeling productive today,0
bruh finally secured the bag,0
"fr i feel like finished, i should suicide",2
why is everything so down bad?,1
zindagi khatam karne ka mann kar raha hai,2
"bhai i feel like finished, i should jaan dena",2
i'm literally sad smh,1
i feel hopeless no cap,1
everything is chill smh,0
yar finally passed my exams,0
"goodbye everyone, i am going to hurt myself",2
bhai i'm deadass numb,1
listen finally got a job,0
i am feeling crushing it today,0
"ab nahi jhela jata, i want to disappear forever",2
"goodbye everyone, i am going to disappear forever",2
i'm literally down bad bhai,1
bahut tired feel ho raha hai literally,1
"yar i feel like finished, i should die",2
bruh finally found a new banger song,0
bhai i'm deadass finished,1
"tbh i feel like finished, i should jump off",2
"bhai i'm failure at everything, i just wanna disappear forever",2
bhai i'm deadass cooked,1
"goodbye everyone, i am going to disappear forever",2
i'm literally down bad literally,1
yar today was mast,0
tension is making me finished,1
"deadass i feel like finished, i should die",2
i am feeling sorted today,0
feeling tired and tired at the same time,1
life is chill vibes,0
bahut numb feel ho raha hai bestie,1
bestie i'm better no cap,0
i am feeling crushing it today,0
i'm literally sad vibes,1
bhai today was chill,0
i feel depressed bestie,1
deadass gonna disappear forever,2
"ab nahi jhela jata, i want to jaan dena",2
i'm literally fumbled tho,1
"goodbye everyone, i am going to disappear forever",2
i want to end it all bhai,2
bahut cooked feel ho raha hai tho,1
everything is goated fr,0
deadass gonna never wake up,2
fr today was better,0
fomo is making me burnt out,1
i'm literally depressed rn,1
i am feeling fine today,0
bhai i'm deadass numb,1
zindagi khatam karne ka mann kar raha hai,2
everything is lit vibes,0
bestie i'm productive bestie,0
everything is badhiya tho,0
"no cap i feel like hopeless af, i should die",2
deadass i totally fumbled today,1
"ab nahi jhela jata, i want to quit life",2
better to kill myself than live like this,2
"goodbye everyone, i am going to end it all",2
i'm literally udas yaar,1
everything is vibing cooked,0
bhai i am just sad,1
"goodbye everyone, i am going to end it all",2
tbh today was sorted,0
why is everything so fumbled?,1
i am feeling goated today,0
breakup is making me depressed,1
i'm literally lonely bhai,1
i'm literally tired tho,1
i am going to end it all,2
fr finally hit a new pr,0
stress is making me cooked,1
i feel numb bestie,1
i am going to hurt myself,2
i am going to hurt myself,2
everything is better lol,0
just finished the project and feeling slaying,0
"goodbye everyone, i am going to hurt myself",2
everything is productive tho,0
bestie i'm sorted ig,0
ngl i am just numb,1
"ab nahi jhela jata, i want to disappear forever",2
zindagi khatam karne ka mann kar raha hai,2
just slept well and feeling productive,0
deadass gonna jaan dena,2
bhai i'm deadass lonely,1
zindagi khatam karne ka mann kar raha hai,2
bhai i'm deadass exhausted,1
zindagi khatam karne ka mann kar raha hai,2
"ab nahi jhela jata, i want to never wake up",2
everything is crushing it tho,0
i am feeling fine today,0
i am feeling crushing it today,0
tbh finally going to a party,0
i feel udas fr,1
ngl today was crushing it,0
ngl i am just depressed,1
listen i so fumbled today,1
"bruh i feel like hopeless af, i should hurt myself",2
"goodbye everyone, i am going to never wake up",2
feeling cooked and cooked at the same time,1
bhai i'm deadass depressed,1
i am feeling badhiya today,0
zindagi khatam karne ka mann kar raha hai,2
tbh today was sorted,0
just got a job and feeling slaying,0
life is sorted fr,0
deadass gonna never wake up,2
life is sorted tho,0
better to marna than live like this,2
deadass gonna marna,2
i am going to end it all,2
i want to jaan dena ig,2
"ab nahi jhela jata, i want to jaan dena",2
"bhai i'm broken, i just wanna jaan dena",2
honestly finally met my friends,0
i want to marna rn,2
stress is making me finished,1
i am feeling lit today,0
"bhai i'm hopeless af, i just wanna quit life",2
honestly i super fumbled today,1
"goodbye everyone, i am going to end it all",2
i feel fumbled literally,1
anxiety is making me overwhelmed,1
"listen i feel like no way out, i should marna",2
bahut overwhelmed feel ho raha hai tho,1
just got a job and feeling mast,0
just finished the project and feeling mast,0
life is better no cap,0
i'm literally fumbled fr,1
breakup is making me lonely,1
feeling overwhelmed and overwhelmed at the same time,1
everything is vibing cooked,0
"ab nahi jhela jata, i want to jaan dena",2
i feel overwhelmed bhai,1
i'm literally tired bestie,1
deadass today was fine,0
why is everything so finished?,1
just chilling with fam and feeling fine,0
i am feeling better today,0
i'm literally sad cooked,1
"ab nahi jhela jata, i want to zahar kha lun",2
i'm literally cooked rn,1
i'm literally udas lol,1
"bhai i'm done with life, i just wanna quit life",2
bhai i'm deadass tired,1
i'm literally depressed bhai,1
tbh today was lit,0
i feel numb vibes,1
everything is lit cooked,0
i am going to hurt myself,2
life is lit rn,0
"no cap i feel like a burden, i should jaan dena",2
everything is mast literally,0
i am feeling mast today,0
anxiety is making me fumbled,1
better to jaan dena than live like this,2
"bhai i'm broken, i just wanna quit life",2
honestly i so fumbled today,1
bhai i'm deadass exhausted,1
i'm literally lonely smh,1
better to end it all than live like this,2
i feel udas vibes,1
feeling finished and finished at the same time,1
"yar i feel like a burden, i should die",2
"goodbye everyone, i am going to never wake up",2
"goodbye everyone, i am going to end it all",2
bhai i am just cooked,1
deadass gonna zahar kha lun,2
i'm literally overwhelmed bestie,1
"bhai i'm failure at everything, i just wanna kill myself",2
life is fine rn,0
better to disappear forever than live like this,2
i am feeling productive today,0
lowkey finally found a new banger song,0
i am feeling lit today,0
i am feeling sorted today,0
overthinking is making me overwhelmed,1
basically i am just numb,1
"goodbye everyone, i am going to marna",2
i am going to disappear forever,2
just finished the project and feeling chill,0
i am going to jaan dena,2
"goodbye everyone, i am going to khatam karun",2
bahut tired feel ho raha hai rn,1
why is everything so depressed?,1
listen today was mast,0
bhai i'm deadass depressed,1
why is everything so depressed?,1
no cap i am just hopeless,1
why is everything so lonely?,1
"ab nahi jhela jata, i want to khatam karun",2
bahut finished feel ho raha hai no cap,1
i feel hopeless ig,1
fomo is making me numb,1
"ab nahi jhela jata, i want to jump off",2
i feel exhausted ig,1
bestie i'm vibing smh,0
listen finally got a job,0
just going to a party and feeling better,0
feeling burnt out and burnt out at the same time,1
feeling cooked and cooked at the same time,1
feeling cooked and cooked at the same time,1
bestie i'm goated bhai,0
bhai i'm deadass overwhelmed,1
just hit a new pr and feeling crushing it,0
better to disappear forever than live like this,2
why is everything so finished?,1
life is chill tho,0
i am feeling sorted today,0
bruh i am just stressed,1
"honestly i feel like done with life, i should hurt myself",2
bhai i'm deadass cooked,1
feeling kafi chill because i got a job,0
ngl i super fumbled today,1
"bhai i'm done with life, i just wanna end it all",2
i am going to suicide,2
deadass i am just down bad,1
tbh i am just burnt out,1
i feel hopeless lol,1
life is badhiya ig,0
deadass i am just tired,1
bhai i'm deadass burnt out,1
why is everything so fumbled?,1
yar finally secured the bag,0
i am feeling crushing it today,0
breakup is making me sad,1
