text,label
why is everything so overwhelmed?,1
honestly today was mast,0
"bhai i'm failure at everything, i just wanna zahar kha lun",2
everything is vibing ig,0
bestie i'm sorted tho,0
everything is goated cooked,0
i'm literally depressed smh,1
feeling super lit because i finished the project,0
honestly today was fine,0
life is lit literally,0
lowkey i am just exhausted,1
honestly i totally fumbled today,1
i am feeling mast today,0
i feel exhausted literally,1
everything is sorted fr,0
bhai i very fumbled today,1
better to khatam karun than live like this,2
lowkey i literally fumbled today,1
feeling really chill because i going to a party,0
feeling hella fine because i found a new banger song,0
i'm literally finished smh,1
no cap finally finished the project,0
i'm literally udas lol,1
feeling super goated because i got a job,0
yar today was badhiya,0
better to jump off than live like this,2
i feel tired literally,1
just going to a party and feeling chill,0
i feel exhausted cooked,1
pressure is making me cooked,1
listen i am just fumbled,1
everything is crushing it vibes,0
listen finally chilling with fam,0
life is sorted vibes,0
feeling kafi mast because i chilling with fam,0
i feel hopeless vibes,1
"bhai i'm broken, i just wanna khatam karun",2
"listen i feel like broken, i should jump off",2
bahut fumbled feel ho raha hai literally,1
life is goated literally,0
everything is badhiya lol,0
basically today was mast,0
feeling hella productive because i passed my exams,0
tbh i am just numb,1
bhai today was lit,0
everything is vibing lol,0
i feel burnt out yaar,1
i'm literally overwhelmed cooked,1
"bhai i'm no way out, i just wanna disappear forever",2
bhai i'm deadass down bad,1
just hit a new pr and feeling mast,0
bestie i'm sorted fr,0
everything is goated bestie,0
i feel down bad tho,1
ngl today was crushing it,0
bestie i'm chill smh,0
just hit a new pr and feeling chill,0
"bhai i feel like worthless, i should never wake up",2
"lowkey i feel like finished, i should zahar kha lun",2
bestie i'm slaying rn,0
tbh i am just depressed,1
no cap i totally fumbled today,1
"yar i feel like failure at everything, i should marna",2
bahut depressed feel ho raha hai fr,1
feeling super chill because i got a job,0
i'm literally finished vibes,1
yar i am just down bad,1
just slept well and feeling mast,0
"bhai i'm failure at everything, i just wanna hurt myself",2
bhai finally slept well,0
bahut finished feel ho raha hai literally,1
i'm literally hopeless fr,1
"deadass i feel like hopeless af, i should zahar kha lun",2
fr today was slaying,0
honestly today was better,0
listen finally got a job,0
i'm literally burnt out no cap,1
i want to suicide vibes,2
listen finally hit a new pr,0
yar today was better,0
no cap today was productive,0
feeling so chill because i got a job,0
"bhai i'm done with life, i just wanna zahar kha lun",2
i'm literally depressed yaar,1
bruh finally hit a new pr,0
just slept well and feeling sorted,0
i want to jaan dena cooked,2
bahut fumbled feel ho raha hai rn,1
"fr i feel like finished, i should suicide",2
why is everything so down bad?,1
"bhai i feel like finished, i should jaan dena",2
i'm literally sad smh,1
i feel hopeless no cap,1
everything is chill smh,0
yar finally passed my exams,0
"goodbye everyone, i am going to hurt myself",2
"ab nahi jhela jata, i want to disappear forever",2
i'm literally down bad bhai,1
bahut tired feel ho raha hai literally,1
"yar i feel like finished, i should die",2
bruh finally found a new banger song,0
"tbh i feel like finished, i should jump off",2
"bhai i'm failure at everything, i just wanna disappear forever",2
i'm literally down bad literally,1
yar today was mast,0
tension is making me finished,1
"deadass i feel like finished, i should die",2
life is chill vibes,0
bahut numb feel ho raha hai bestie,1
bestie i'm better no cap,0
i'm literally sad vibes,1
bhai today was chill,0
i feel depressed bestie,1
i'm literally fumbled tho,1
bahut cooked feel ho raha hai tho,1
everything is goated fr,0
fomo is making me burnt out,1
i'm literally depressed rn,1
everything is lit vibes,0
bestie i'm productive bestie,0
everything is badhiya tho,0
"no cap i feel like hopeless af, i should die",2
i'm literally udas yaar,1
everything is vibing cooked,0
bhai i am just sad,1
breakup is making me depressed,1
i'm literally lonely bhai,1
i'm literally tired tho,1
fr finally hit a new pr,0
stress is making me cooked,1
i feel numb bestie,1
everything is better lol,0
just finished the project and feeling slaying,0
everything is productive tho,0
bestie i'm sorted ig,0
ngl i am just numb,1
deadass gonna jaan dena,2
bhai i'm deadass lonely,1
everything is crushing it tho,0
tbh finally going to a party,0
i feel udas fr,1
ngl i am just depressed,1
listen i so fumbled today,1
"bruh i feel like hopeless af, i should hurt myself",2
just got a job and feeling slaying,0
life is sorted fr,0
life is sorted tho,0
i want to jaan dena ig,2
"bhai i'm broken, i just wanna jaan dena",2
honestly finally met my friends,0
i want to marna rn,2
stress is making me finished,1
"bhai i'm hopeless af, i just wanna quit life",2
honestly i super fumbled today,1
i feel fumbled literally,1
anxiety is making me overwhelmed,1
"listen i feel like no way out, i should marna",2
bahut overwhelmed feel ho raha hai tho,1
just finished the project and feeling mast,0
life is better no cap,0
i'm literally fumbled fr,1
breakup is making me lonely,1
i'm literally tired bestie,1
deadass today was fine,0
just chilling with fam and feeling fine,0
i'm literally sad cooked,1
i'm literally cooked rn,1
i'm literally depressed bhai,1
i feel numb vibes,1
everything is lit cooked,0
life is lit rn,0
"no cap i feel like a burden, i should jaan dena",2
everything is mast literally,0
anxiety is making me fumbled,1
"bhai i'm broken, i just wanna quit life",2
i'm literally lonely smh,1
better to end it all than live like this,2
i feel udas vibes,1
"yar i feel like a burden, i should die",2
bhai i am just cooked,1
deadass gonna zahar kha lun,2
i'm literally overwhelmed bestie,1
"bhai i'm failure at everything, i just wanna kill myself",2
life is fine rn,0
lowkey finally found a new banger song,0
overthinking is making me overwhelmed,1
basically i am just numb,1
"goodbye everyone, i am going to marna",2
just finished the project and feeling chill,0
bahut tired feel ho raha hai rn,1
why is everything so depressed?,1
no cap i am just hopeless,1
bahut finished feel ho raha hai no cap,1
i feel hopeless ig,1
fomo is making me numb,1
i feel exhausted ig,1
bestie i'm vibing smh,0
just going to a party and feeling better,0
bestie i'm goated bhai,0
just hit a new pr and feeling crushing it,0
life is chill tho,0
bruh i am just stressed,1
"honestly i feel like done with life, i should hurt myself",2
feeling kafi chill because i got a job,0
ngl i super fumbled today,1
"bhai i'm done with life, i just wanna end it all",2
deadass i am just down bad,1
tbh i am just burnt out,1
life is badhiya ig,0
yar finally secured the bag,0
breakup is making me sad,1
listen i super fumbled today,1
feeling literally chill because i secured the bag,0
basically i kafi fumbled today,1
tension is making me fumbled,1
bestie i'm better ig,0
i'm literally depressed tho,1
life is sorted bestie,0
"bhai i'm hopeless af, i just wanna die",2
feeling kafi productive because i hit a new pr,0
i want to disappear forever fr,2
feeling totally crushing it because i met my friends,0
yar today was goated,0
just met my friends and feeling productive,0
"bruh i feel like done with life, i should jaan dena",2
bestie i'm vibing yaar,0
bruh i am just numb,1
"yar i feel like hopeless af, i should quit life",2
life is goated rn,0
i feel hopeless tho,1
i'm literally stressed fr,1
why is everything so udas?,1
no cap finally met my friends,0
i want to jaan dena literally,2
why is everything so burnt out?,1
lowkey i am just sad,1
deadass today was better,0
yar i am just numb,1
overthinking is making me tired,1
ngl today was sorted,0
deadass i am just cooked,1
just found a new banger song and feeling vibing,0
life is badhiya tho,0
bahut stressed feel ho raha hai no cap,1
i feel hopeless rn,1
bestie i'm badhiya lol,0
i want to never wake up no cap,2
bestie i'm slaying tho,0
just met my friends and feeling vibing,0
ngl today was mast,0
just chilling with fam and feeling mast,0
no cap i am just cooked,1
bruh today was fine,0
"bhai i'm done with life, i just wanna jump off",2
everything is crushing it bestie,0
feeling literally lit because i slept well,0
"ngl i feel like worthless, i should jaan dena",2
overthinking is making me udas,1
fr i hella fumbled today,1
bestie i'm productive rn,0
no cap finally going to a party,0
listen today was sorted,0
everything is better vibes,0
deadass i am just sad,1
"bhai i'm failure at everything, i just wanna quit life",2
deadass today was slaying,0
deadass i so fumbled today,1
tbh i super fumbled today,1
bahut numb feel ho raha hai yaar,1
life is fine fr,0
fr i am just overwhelmed,1
"yar i feel like hopeless af, i should never wake up",2
feeling totally productive because i passed my exams,0
i'm literally sad literally,1
everything is mast fr,0
feeling so productive because i hit a new pr,0
bahut down bad feel ho raha hai literally,1
listen i am just udas,1
everything is crushing it literally,0
no cap i super fumbled today,1
overthinking is making me burnt out,1
ngl i totally fumbled today,1
feeling hella sorted because i met my friends,0
i'm literally numb vibes,1
i'm literally cooked vibes,1
just found a new banger song and feeling mast,0
honestly finally going to a party,0
feeling very vibing because i slept well,0
i feel sad ig,1
i feel sad no cap,1
life is better bestie,0
burden is making me sad,1
bruh today was crushing it,0
lowkey finally slept well,0
"no cap i feel like hopeless af, i should kill myself",2
feeling udas and udas at the same time,1
"bhai i'm failure at everything, i just wanna jump off",2
"bhai i'm finished, i just wanna die",2
ngl finally secured the bag,0
just secured the bag and feeling crushing it,0
feeling kafi fine because i finished the project,0
just passed my exams and feeling slaying,0
ngl finally passed my exams,0
i want to jaan dena fr,2
i'm literally fumbled rn,1
breakup is making me tired,1
life is chill yaar,0
i feel depressed lol,1
"deadass i feel like done with life, i should zahar kha lun",2
stress is making me udas,1
bahut udas feel ho raha hai lol,1
feeling hella badhiya because i slept well,0
failure is making me numb,1
anxiety is making me down bad,1
i want to end it all yaar,2
bestie i'm mast no cap,0
i want to jump off fr,2
bahut overwhelmed feel ho raha hai no cap,1
i want to end it all literally,2
basically i literally fumbled today,1
tbh i totally fumbled today,1
life is slaying tho,0
lowkey i very fumbled today,1
"bhai i'm a burden, i just wanna die",2
bhai i totally fumbled today,1
life is slaying yaar,0
deadass finally going to a party,0
tension is making me udas,1
i'm literally hopeless cooked,1
"bruh i feel like worthless, i should khatam karun",2
burden is making me udas,1
ngl i am just lonely,1
just met my friends and feeling badhiya,0
yar i totally fumbled today,1
"bhai i'm done with life, i just wanna disappear forever",2
no cap today was mast,0
breakup is making me finished,1
"yar i feel like finished, i should quit life",2
bruh i very fumbled today,1
everything is productive vibes,0
life is slaying fr,0
bestie i'm productive no cap,0
no cap i deadass fumbled today,1
no cap i am just down bad,1
i want to suicide rn,2
failure is making me lonely,1
i'm literally stressed ig,1
bhai i am just hopeless,1
lowkey i super fumbled today,1
i'm literally depressed cooked,1
"bhai i'm broken, i just wanna never wake up",2
bahut lonely feel ho raha hai vibes,1
life is goated no cap,0
everything is lit fr,0
just secured the bag and feeling productive,0
everything is fine yaar,0
feeling very lit because i met my friends,0
fr i am just down bad,1
feeling hella badhiya because i secured the bag,0
bahut cooked feel ho raha hai bestie,1
i want to hurt myself rn,2
fr i very fumbled today,1
i'm literally hopeless no cap,1
bahut hopeless feel ho raha hai cooked,1
just passed my exams and feeling badhiya,0
listen i totally fumbled today,1
i want to hurt myself fr,2
academic pressure is making me fumbled,1
tbh finally hit a new pr,0
life is crushing it smh,0
no cap i am just overwhelmed,1
bestie i'm slaying lol,0
ngl today was fine,0
overthinking is making me lonely,1
"honestly i feel like done with life, i should jaan dena",2
i feel down bad lol,1
feeling very badhiya because i got a job,0
bestie i'm mast ig,0
just slept well and feeling goated,0
lowkey finally secured the bag,0
lowkey today was crushing it,0
bhai today was mast,0
bahut sad feel ho raha hai smh,1
bahut lonely feel ho raha hai fr,1
"fr i feel like no way out, i should jaan dena",2
feeling literally better because i going to a party,0
"fr i feel like no way out, i should disappear forever",2
just met my friends and feeling goated,0
ngl i am just down bad,1
bestie i'm chill cooked,0
listen i very fumbled today,1
feeling kafi goated because i secured the bag,0
no cap today was goated,0
i feel udas lol,1
feeling hella chill because i going to a party,0
anxiety is making me tired,1
everything is goated rn,0
feeling hella better because i found a new banger song,0
bestie i'm vibing fr,0
bestie i'm fine tho,0
yar i really fumbled today,1
"tbh i feel like finished, i should quit life",2
fr today was sorted,0
ngl finally found a new banger song,0
life is slaying bestie,0
"ab nahi jhela jata, i want to marna",2
everything is better ig,0
"bhai i'm no way out, i just wanna die",2
just found a new banger song and feeling goated,0
listen i am just finished,1
stress is making me tired,1
honestly finally found a new banger song,0
fr i am just numb,1
i'm literally stressed yaar,1
life is goated vibes,0
"fr i feel like a burden, i should suicide",2
listen i am just down bad,1
bhai finally chilling with fam,0
"bhai i'm done with life, i just wanna never wake up",2
feeling hella badhiya because i chilling with fam,0
feeling deadass lit because i passed my exams,0
everything is lit bestie,0
no cap i am just burnt out,1
tbh finally found a new banger song,0
listen i kafi fumbled today,1
"yar i feel like a burden, i should jump off",2
everything is lit smh,0
breakup is making me burnt out,1
bestie i'm crushing it vibes,0
i feel fumbled vibes,1
life is sorted yaar,0
honestly today was sorted,0
i feel cooked yaar,1
bahut depressed feel ho raha hai bhai,1
everything is crushing it bhai,0
bestie i'm slaying yaar,0
"basically i feel like broken, i should marna",2
just slept well and feeling vibing,0
"yar i feel like finished, i should zahar kha lun",2
life is slaying smh,0
i want to hurt myself lol,2
yar finally chilling with fam,0
i feel burnt out vibes,1
i feel numb yaar,1
bestie i'm better lol,0
i'm literally fumbled bhai,1
i feel cooked ig,1
everything is fine lol,0
i'm literally cooked cooked,1
everything is goated smh,0
i want to end it all tho,2
honestly i am just cooked,1
i feel numb smh,1
lowkey today was sorted,0
deadass i really fumbled today,1
feeling hella crushing it because i passed my exams,0
listen today was better,0
burden is making me overwhelmed,1
deadass today was sorted,0
i feel stressed cooked,1
bahut numb feel ho raha hai no cap,1
i feel fumbled no cap,1
i'm literally fumbled ig,1
everything is slaying bhai,0
fr i am just udas,1
bruh i deadass fumbled today,1
bestie i'm lit tho,0
"fr i feel like finished, i should die",2
bahut cooked feel ho raha hai vibes,1
"listen i feel like done with life, i should khatam karun",2
bestie i'm productive fr,0
lowkey finally met my friends,0
i want to zahar kha lun bestie,2
"deadass i feel like hopeless af, i should disappear forever",2
lowkey today was badhiya,0
feeling kafi mast because i got a job,0
just found a new banger song and feeling sorted,0
lowkey i am just tired,1
life is productive yaar,0
feeling hella vibing because i met my friends,0
bhai finally finished the project,0
feeling literally vibing because i going to a party,0
no cap i very fumbled today,1
bestie i'm chill no cap,0
"bhai i'm hopeless af, i just wanna disappear forever",2
feeling totally goated because i hit a new pr,0
everything is sorted vibes,0
bestie i'm sorted bhai,0
i feel exhausted lol,1
bestie i'm lit ig,0
everything is sorted ig,0
"bhai i'm done with life, i just wanna suicide",2
i feel lonely rn,1
feeling super productive because i got a job,0
i want to hurt myself literally,2
i feel sad yaar,1
i want to never wake up smh,2
i want to disappear forever no cap,2
i feel finished rn,1
i want to hurt myself bestie,2
listen i deadass fumbled today,1
no cap i am just fumbled,1
"bhai i'm done with life, i just wanna hurt myself",2
just met my friends and feeling crushing it,0
i'm literally finished ig,1
i feel finished cooked,1
lowkey finally going to a party,0
i'm literally lonely ig,1
life is badhiya bhai,0
"deadass i feel like finished, i should never wake up",2
bhai i am just burnt out,1
i want to quit life tho,2
basically i totally fumbled today,1
"bruh i feel like no way out, i should suicide",2
everything is fine cooked,0
everything is better literally,0
"basically i feel like worthless, i should quit life",2
just chilling with fam and feeling slaying,0
no cap i hella fumbled today,1
i feel fumbled smh,1
i feel hopeless cooked,1
bruh i am just sad,1
"deadass i feel like finished, i should jaan dena",2
"bhai i'm finished, i just wanna zahar kha lun",2
i'm literally burnt out lol,1
just chilling with fam and feeling chill,0
no cap i am just finished,1
feeling so chill because i met my friends,0
bahut overwhelmed feel ho raha hai fr,1
i feel hopeless smh,1
everything is chill bestie,0
i want to zahar kha lun cooked,2
i'm literally tired lol,1
i want to disappear forever yaar,2
everything is slaying yaar,0
i'm literally stressed literally,1
everything is goated lol,0
life is sorted no cap,0
"honestly i feel like finished, i should hurt myself",2
bhai i am just down bad,1
listen i literally fumbled today,1
bahut udas feel ho raha hai ig,1
tension is making me lonely,1
everything is mast cooked,0
i'm literally burnt out bhai,1
i'm literally cooked literally,1
i feel fumbled tho,1
i'm literally stressed bestie,1
"bhai i'm no way out, i just wanna quit life",2
i want to quit life literally,2
bestie i'm sorted yaar,0
bhai i kafi fumbled today,1
